,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
17,10,02/07/2017,West Indies,Sir Vivian Richards Stadium,20,289,41.29,3/40,18,35.17,,7,,,,23 years 264 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,,06/07/2017,West Indies,Sabina Park,-,289,41.29,1/27,19,34.74,,7,,,,23 years 268 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,,20/08/2017,Sri Lanka,Rangiri Dambulla International Stadium,-,289,41.29,0/35,19,36.58,,7,,,,23 years 313 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,11,24/08/2017,Sri Lanka,Pallekele International Cricket Stadium,0,289,36.13,1/24,20,35.95,,7,,,,23 years 317 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,,27/08/2017,Sri Lanka,Pallekele International Cricket Stadium,-,289,36.13,1/42,21,36.24,,7,,,,23 years 320 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,12,31/08/2017,Sri Lanka,R Premadasa Stadium,19,308,34.22,2/50,23,35.26,1,8,,,,23 years 324 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,13,17/09/2017,Australia,MA Chidambaram Stadium,83,391,39.10,2/28,25,33.56,,8,,,,23 years 341 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,14,21/09/2017,Australia,Eden Gardens,20,411,37.36,2/56,27,33.15,1,9,,,,23 years 345 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,15,24/09/2017,Australia,Holkar Cricket Stadium,78,489,40.75,1/58,28,34.04,1,10,,,,23 years 348 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,16,28/09/2017,Australia,M Chinnaswamy Stadium,41,530,40.77,0/32,28,35.18,1,11,,,,23 years 352 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,,01/10/2017,Australia,Vidarbha Cricket Association Stadium,-,530,40.77,1/14,29,34.45,,11,,,,23 years 355 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,17,22/10/2017,New Zealand,Wankhede Stadium,16,546,39.00,1/46,30,34.83,,11,,,,24 years 11 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,18,25/10/2017,New Zealand,Maharashtra Cricket Association Stadium,30,576,38.40,1/23,31,34.45,,11,,,,24 years 14 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,19,29/10/2017,New Zealand,Green Park,8,584,36.50,0/47,31,35.97,,11,,,,24 years 18 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
31,20,10/12/2017,Sri Lanka,Himachal Pradesh Cricket Association Stadium,10,594,34.94,1/39,32,36.06,,11,,,,24 years 60 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
32,21,13/12/2017,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,8,602,33.44,1/39,33,36.15,,11,,,,24 years 63 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
33,,17/12/2017,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,-,602,33.44,2/49,35,35.49,,11,,,,24 years 67 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
34,22,01/02/2018,South Africa,Kingsmead,3*,605,33.61,0/41,35,36.66,2,13,,,,24 years 113 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
35,,04/02/2018,South Africa,SuperSport Park,-,605,33.61,0/34,35,37.63,2,15,,,,24 years 116 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
36,23,07/02/2018,South Africa,Newlands,14,619,32.58,0/35,35,38.63,,15,,,,24 years 119 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
37,24,10/02/2018,South Africa,Wanderers Stadium,9,628,31.40,1/37,36,38.58,,15,,,,24 years 122 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
38,25,13/02/2018,South Africa,St George's Park,0,628,29.90,2/30,38,37.34,1,16,,,,24 years 125 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
39,,16/02/2018,South Africa,SuperSport Park,-,628,29.90,1/39,39,37.38,1,17,,,,24 years 128 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
40,,12/07/2018,England,Trent Bridge,-,628,29.90,0/47,39,38.59,1,18,,,,24 years 274 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
41,26,14/07/2018,England,Lord's,21,649,29.50,1/70,40,39.38,,18,,,,24 years 276 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
42,27,17/07/2018,England,Headingley,21,670,29.13,0/39,40,40.35,,18,,,,24 years 279 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
43,,19/09/2018,Pakistan,Dubai International Cricket Stadium,-,670,29.13,0/24,40,40.95,,18,,,,24 years 343 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
44,,28/01/2019,New Zealand,Bay Oval,-,670,29.13,2/45,42,40.07,1,19,,,,25 years 109 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
45,28,31/01/2019,New Zealand,Seddon Park,16,686,28.58,0/15,42,40.43,1,20,,,,25 years 112 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
46,29,03/02/2019,New Zealand,Westpac Stadium,45,731,29.24,2/50,44,39.73,,20,,,,25 years 115 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
47,30,05/06/2019,South Africa,The Rose Bowl,15*,746,29.84,0/31,44,40.43,,20,,,,25 years 237 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
48,31,09/06/2019,Australia,Kennington Oval,48,794,30.54,0/68,44,41.98,,20,,,,25 years 241 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
49,32,16/06/2019,Pakistan,Old Trafford,26,820,30.37,2/44,46,41.11,,20,,,,25 years 248 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
50,33,22/06/2019,Afghanistan,The Rose Bowl,7,827,29.54,2/51,48,40.46,1,21,,,,25 years 254 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
51,34,27/06/2019,West Indies,Old Trafford,46,873,30.10,1/28,49,40.20,,21,,,,25 years 259 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
52,35,30/06/2019,England,Edgbaston,45,918,30.60,0/60,49,41.43,1,22,,,,25 years 262 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
53,36,02/07/2019,Bangladesh,Edgbaston,0,918,29.61,3/60,52,40.19,,22,,,,25 years 264 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
54,37,06/07/2019,Sri Lanka,Headingley,7*,925,29.84,1/50,53,40.38,1,23,,,,25 years 268 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
55,38,09/07/2019,New Zealand,Old Trafford,32,957,29.91,1/55,54,40.65,,23,,,,25 years 271 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
56,39,27/11/2020,Australia,Sydney Cricket Ground,90,1047,31.73,,54,40.65,,23,,,,27 years 47 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
57,40,29/11/2020,Australia,Sydney Cricket Ground,28,1075,31.62,1/24,55,40.35,,23,,,,27 years 49 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
58,41,02/12/2020,Australia,Manuka Oval,92*,1167,34.32,,55,40.35,,23,,,,27 years 52 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
59,42,23/03/2021,England,Maharashtra Cricket Association Stadium,1,1168,33.37,,55,40.35,,23,,,,27 years 163 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
60,43,26/03/2021,England,Maharashtra Cricket Association Stadium,35,1203,33.42,,55,40.35,,23,,,,27 years 166 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
61,44,28/03/2021,England,Maharashtra Cricket Association Stadium,64,1267,34.24,0/48,55,41.22,1,24,,,,27 years 168 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
62,,18/07/2021,Sri Lanka,R Premadasa Stadium,-,1267,34.24,1/34,56,41.09,1,25,,,,27 years 280 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
63,45,20/07/2021,Sri Lanka,R Premadasa Stadium,0,1267,33.34,0/20,56,41.45,,25,,,,27 years 282 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
64,46,23/07/2021,Sri Lanka,R Premadasa Stadium,19,1286,32.97,1/43,57,41.47,,25,,,,27 years 285 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
65,,12/07/2022,England,Kennington Oval,-,1286,32.97,0/22,57,41.86,,25,,,,28 years 274 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
66,47,14/07/2022,England,Lord's,29,1315,32.88,2/28,59,40.92,,25,,,,28 years 276 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
67,48,17/07/2022,England,Old Trafford,71,1386,33.80,4/24,63,38.70,1,26,,,,28 years 279 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,23/03/2021,England,Maharashtra Cricket Association Stadium,58*,58,,1/59,1,59.00,,0,,,,29 years 364 days,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,2,26/03/2021,England,Maharashtra Cricket Association Stadium,12*,70,,0/72,1,131.00,,0,,,,30 years 2 days,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,3,28/03/2021,England,Maharashtra Cricket Association Stadium,25,95,95.00,0/29,1,160.00,,0,,,,30 years 4 days,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,,18/07/2021,Sri Lanka,R Premadasa Stadium,-,95,95.00,1/26,2,93.00,,0,,,,30 years 116 days,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,4,20/07/2021,Sri Lanka,R Premadasa Stadium,35,130,65.00,0/37,2,111.50,1,1,,,,30 years 118 days,"Krunal Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,21/10/2018,West Indies,Barsapara Cricket Stadium,-,0,,,0,,1,1,,,,21 years 17 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,1,24/10/2018,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,17,17,17.00,,0,,1,2,,,,21 years 20 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,2,27/10/2018,West Indies,Maharashtra Cricket Association Stadium,24,41,20.50,,0,,1,3,,,,21 years 23 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,3,10/03/2019,Australia,Punjab Cricket Association IS Bindra Stadium,36,77,25.67,,0,,,3,,,,21 years 157 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,4,13/03/2019,Australia,Arun Jaitley Stadium,16,93,23.25,,0,,,3,2,,2,21 years 160 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,5,30/06/2019,England,Edgbaston,32,125,25.00,,0,,1,4,,,2,21 years 269 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,6,02/07/2019,Bangladesh,Edgbaston,48,173,28.83,,0,,,4,,,2,21 years 271 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,7,06/07/2019,Sri Lanka,Headingley,4,177,25.29,,0,,,4,,,2,21 years 275 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,8,09/07/2019,New Zealand,Old Trafford,32,209,26.13,,0,,,4,,,2,21 years 278 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,,08/08/2019,West Indies,Providence Stadium,-,209,26.13,,0,,,4,,,2,21 years 308 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,9,11/08/2019,West Indies,Queen's Park Oval,20,229,25.44,,0,,,4,,,2,21 years 311 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,10,14/08/2019,West Indies,Queen's Park Oval,0,229,22.90,,0,,,4,1,,3,21 years 314 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,11,15/12/2019,West Indies,MA Chidambaram Stadium,71,300,27.27,,0,,,4,,,3,22 years 72 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,12,18/12/2019,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,39,339,28.25,,0,,,4,1,1,5,22 years 75 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,13,22/12/2019,West Indies,Barabati Stadium,7,346,26.62,,0,,,4,,,5,22 years 79 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,14,14/01/2020,Australia,Wankhede Stadium,28,374,26.71,,0,,,4,,,5,22 years 102 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,15,26/03/2021,England,Maharashtra Cricket Association Stadium,77,451,30.07,,0,,,4,1,,6,23 years 173 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,16,28/03/2021,England,Maharashtra Cricket Association Stadium,78,529,33.06,,0,,,4,,,6,23 years 175 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,17,19/01/2022,South Africa,Boland Park,16,545,32.06,,0,,,4,1,,7,24 years 107 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,18,21/01/2022,South Africa,Boland Park,85,630,35.00,,0,,,4,,,7,24 years 109 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,19,23/01/2022,South Africa,Newlands,0,630,33.16,,0,,,4,1,,8,24 years 111 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,20,06/02/2022,West Indies,Narendra Modi Stadium,11,641,32.05,,0,,,4,3,,11,24 years 125 days,"Rishabh Pant
            - One Day Internationals - Progressive Averages and Aggregates Summary"
