,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name 
9,4,26/07/2013,Zimbabwe,Harare Sports Club,6*,7,3.50,1/52,6,56.50,1,1,,,,22 years 326 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,,28/07/2013,Zimbabwe,Harare Sports Club,-,7,3.50,2/25,8,45.50,1,2,,,,22 years 328 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,,01/08/2013,Zimbabwe,Queens Sports Club,-,7,3.50,1/34,9,44.22,,2,,,,22 years 332 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,,03/08/2013,Zimbabwe,Queens Sports Club,-,7,3.50,1/27,10,42.50,,2,,,,22 years 334 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,,23/10/2013,Australia,JSCA International Stadium Complex,-,7,3.50,3/42,13,35.92,,2,,,,23 years 50 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,,30/10/2013,Australia,Vidarbha Cricket Association Stadium,-,7,3.50,1/66,14,38.07,,2,,,,23 years 57 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,,02/11/2013,Australia,M Chinnaswamy Stadium,-,7,3.50,3/52,17,34.41,1,3,,,,23 years 60 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,,21/11/2013,West Indies,Nehru Stadium (Kochi),-,7,3.50,1/28,18,34.06,,3,,,,23 years 79 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,,24/11/2013,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,-,7,3.50,2/55,20,33.40,,3,,,,23 years 82 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,,27/11/2013,West Indies,Green Park,-,7,3.50,1/49,21,34.14,,3,,,,23 years 85 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,5,05/12/2013,South Africa,Wanderers Stadium,0,7,2.33,3/68,24,32.71,,3,,,,23 years 93 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,6,08/12/2013,South Africa,Kingsmead,8,15,3.75,3/48,27,30.85,,3,,,,23 years 96 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,,11/12/2013,South Africa,SuperSport Park,-,15,3.75,3/69,30,30.07,,3,,,,23 years 99 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,7,19/01/2014,New Zealand,McLean Park,7*,22,5.50,4/55,34,28.15,1,4,,,,23 years 138 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,8,22/01/2014,New Zealand,Seddon Park,1*,23,5.75,3/55,37,27.35,2,6,,,,23 years 141 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,9,25/01/2014,New Zealand,Eden Park,2,25,5.00,2/84,39,28.10,,6,,,,23 years 144 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,,28/01/2014,New Zealand,Seddon Park,-,25,5.00,1/61,40,28.93,,6,,,,23 years 147 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,10,31/01/2014,New Zealand,Westpac Stadium,14*,39,7.80,1/61,41,29.71,1,7,,,,23 years 150 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,,26/02/2014,Bangladesh,Khan Shaheb Osman Ali Stadium,-,39,7.80,4/50,45,28.18,1,8,,,,23 years 176 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,11,28/02/2014,Sri Lanka,Khan Shaheb Osman Ali Stadium,14*,53,10.60,3/81,48,28.10,,8,,,,23 years 178 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,12,01/03/2014,Pakistan,Shere Bangla National Stadium,0,53,8.83,0/49,48,29.13,,8,,,,23 years 179 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,,05/03/2014,Afghanistan,Shere Bangla National Stadium,-,53,8.83,2/50,50,28.96,,8,,,,23 years 183 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
31,,27/08/2014,England,Sophia Gardens,-,53,8.83,2/32,52,28.46,1,9,,,,23 years 358 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
32,,30/08/2014,England,Trent Bridge,-,53,8.83,1/40,53,28.68,,9,,,,23 years 361 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
33,,02/09/2014,England,Edgbaston,-,53,8.83,3/28,56,27.64,,9,,,,23 years 364 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
34,13,05/09/2014,England,Headingley,0,53,7.57,2/52,58,27.59,,9,,,,24 years 2 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
35,14,08/10/2014,West Indies,Nehru Stadium (Kochi),19,72,9.00,4/66,62,26.87,,9,,,,24 years 35 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
36,15,11/10/2014,West Indies,Arun Jaitley Stadium,1*,73,9.13,4/36,66,25.79,1,10,,,,24 years 38 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
37,,17/10/2014,West Indies,Himachal Pradesh Cricket Association Stadium,-,73,9.13,2/72,68,26.09,1,11,,,,24 years 44 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
38,16,18/01/2015,Australia,Melbourne Cricket Ground,2*,75,9.38,1/44,69,26.35,,11,,,,24 years 137 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
39,17,20/01/2015,England,Brisbane Cricket Ground,1,76,8.44,0/23,69,26.68,,11,,,,24 years 139 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
40,,26/01/2015,Australia,Sydney Cricket Ground,-,76,8.44,,69,26.68,,11,,,,24 years 145 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
41,18,30/01/2015,England,WACA Ground,25,101,10.10,1/31,70,26.74,,11,,,,24 years 149 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
42,19,15/02/2015,Pakistan,Adelaide Oval,3*,104,10.40,4/35,74,25.77,,11,,,,24 years 165 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
43,20,22/02/2015,South Africa,Melbourne Cricket Ground,4*,108,10.80,2/30,76,25.49,1,12,,,,24 years 172 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
44,,06/03/2015,West Indies,WACA Ground,-,108,10.80,3/35,79,24.96,1,13,,,,24 years 184 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
45,,10/03/2015,Ireland,Seddon Park,-,108,10.80,3/41,82,24.55,1,14,,,,24 years 188 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
46,,14/03/2015,Zimbabwe,Eden Park,-,108,10.80,3/48,85,24.25,,14,,,,24 years 192 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
47,,19/03/2015,Bangladesh,Melbourne Cricket Ground,-,108,10.80,2/37,87,24.11,2,16,,,,24 years 197 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
48,21,26/03/2015,Australia,Sydney Cricket Ground,1*,109,10.90,0/68,87,24.90,,16,,,,24 years 204 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
49,22,02/07/2017,West Indies,Sir Vivian Richards Stadium,1,110,10.00,0/33,87,25.28,,16,,,,26 years 302 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
50,,06/07/2017,West Indies,Sabina Park,-,110,10.00,4/48,91,24.69,,16,,,,26 years 306 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
51,23,28/09/2017,Australia,M Chinnaswamy Stadium,6*,116,10.55,0/62,91,25.37,,16,,,,27 years 25 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
52,,21/10/2018,West Indies,Barsapara Cricket Stadium,-,116,10.55,2/81,93,25.70,,16,,,,28 years 48 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
53,24,24/10/2018,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,0*,116,10.55,1/59,94,26.05,,16,,,,28 years 51 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
54,25,12/01/2019,Australia,Sydney Cricket Ground,1,117,9.75,0/46,94,26.54,1,17,,,,28 years 131 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
55,,15/01/2019,Australia,Adelaide Oval,-,117,9.75,3/58,97,26.32,,17,,,,28 years 134 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
56,,18/01/2019,Australia,Melbourne Cricket Ground,-,117,9.75,2/47,99,26.26,,17,,,,28 years 137 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
57,,23/01/2019,New Zealand,McLean Park,-,117,9.75,3/19,102,25.68,,17,,,,28 years 142 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
58,,26/01/2019,New Zealand,Bay Oval,-,117,9.75,1/43,103,25.84,1,18,,,,28 years 145 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
59,,28/01/2019,New Zealand,Bay Oval,-,117,9.75,3/41,106,25.50,1,19,,,,28 years 147 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
60,26,03/02/2019,New Zealand,Westpac Stadium,1,118,9.08,2/35,108,25.35,2,21,,,,28 years 153 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
61,,02/03/2019,Australia,Rajiv Gandhi International Stadium,-,118,9.08,2/44,110,25.29,,21,,,,28 years 180 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
62,27,05/03/2019,Australia,Vidarbha Cricket Association Stadium,2*,120,9.23,0/60,110,25.84,,21,,,,28 years 183 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
63,28,08/03/2019,Australia,JSCA International Stadium Complex,8,128,9.14,1/52,111,26.07,,21,,,,28 years 186 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
64,29,13/03/2019,Australia,Arun Jaitley Stadium,3,131,8.73,2/57,113,26.12,,21,,,,28 years 191 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
65,30,22/06/2019,Afghanistan,The Rose Bowl,1,132,8.25,4/40,117,25.56,,21,,,,28 years 292 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
66,31,27/06/2019,West Indies,Old Trafford,0,132,7.76,4/16,121,24.85,1,22,,,,28 years 297 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
67,,30/06/2019,England,Edgbaston,-,132,7.76,5/69,126,24.41,1,23,,,,28 years 300 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
68,32,02/07/2019,Bangladesh,Edgbaston,1,133,7.39,1/68,127,24.76,1,24,,,,28 years 302 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
69,,08/08/2019,West Indies,Providence Stadium,-,133,7.39,0/5,127,24.80,,24,,,,28 years 339 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
70,33,11/08/2019,West Indies,Queen's Park Oval,3*,136,7.56,2/39,129,24.71,1,25,,,,28 years 342 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
71,,14/08/2019,West Indies,Queen's Park Oval,-,136,7.56,2/50,131,24.72,,25,,,,28 years 345 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
72,34,15/12/2019,West Indies,MA Chidambaram Stadium,0*,136,7.56,1/57,132,24.96,,25,,,,29 years 103 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
73,,18/12/2019,West Indies,Dr YS Rajasekhara Reddy Cricket Stadium,-,136,7.56,3/39,135,24.70,,25,,,,29 years 106 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
74,,22/12/2019,West Indies,Barabati Stadium,-,136,7.56,1/66,136,25.00,,25,,,,29 years 110 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
75,35,14/01/2020,Australia,Wankhede Stadium,10,146,7.68,0/58,136,25.43,,25,,,,29 years 133 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
76,36,17/01/2020,Australia,Saurashtra Cricket Association Stadium,1*,147,7.74,3/77,139,25.43,1,26,,,,29 years 136 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
77,,19/01/2020,Australia,M Chinnaswamy Stadium,-,147,7.74,4/63,143,25.16,,26,,,,29 years 138 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
78,,05/02/2020,New Zealand,Seddon Park,-,147,7.74,1/63,144,25.42,1,27,,,,29 years 155 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
79,37,27/11/2020,Australia,Sydney Cricket Ground,13,160,8.00,3/59,147,25.31,,27,,,,30 years 85 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
80,38,29/11/2020,Australia,Sydney Cricket Ground,1,161,7.67,1/73,148,25.63,1,28,,,,30 years 87 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
81,,12/07/2022,England,Kennington Oval,-,161,7.67,3/31,151,25.32,,28,,,,31 years 312 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
82,39,14/07/2022,England,Lord's,23,184,8.36,1/48,152,25.47,,28,,,,31 years 314 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
83,,17/07/2022,England,Old Trafford,-,184,8.36,0/38,152,25.72,,28,,,,31 years 317 days,"Mohammed Shami
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,15/01/2019,Australia,Adelaide Oval,-,0,,0/76,0,,,0,,,,24 years 308 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,,06/02/2022,West Indies,Narendra Modi Stadium,-,0,,1/26,1,102.00,,0,,,,27 years 330 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,1,09/02/2022,West Indies,Narendra Modi Stadium,3,3,3.00,1/38,2,70.00,,0,,,,27 years 333 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,2,11/02/2022,West Indies,Narendra Modi Stadium,4,7,3.50,3/29,5,33.80,,0,,,,27 years 335 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,17/07/2022,England,Old Trafford,-,7,3.50,2/66,7,33.57,,0,,,,28 years 126 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,3,22/07/2022,West Indies,Queen's Park Oval,1*,8,4.00,2/56,9,32.33,,0,,,,28 years 131 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,4,24/07/2022,West Indies,Queen's Park Oval,1*,9,4.50,0/46,9,37.44,,0,,,,28 years 133 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,,27/07/2022,West Indies,Queen's Park Oval,-,9,4.50,2/14,11,31.91,,0,,,,28 years 136 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,,18/08/2022,Zimbabwe,Harare Sports Club,-,9,4.50,1/36,12,32.25,,0,,,,28 years 158 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,,20/08/2022,Zimbabwe,Harare Sports Club,-,9,4.50,1/16,13,31.00,,0,,,,28 years 160 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,,06/10/2022,South Africa,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,-,9,4.50,0/49,13,34.77,,0,,,,28 years 207 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,,09/10/2022,South Africa,JSCA International Stadium Complex,-,9,4.50,3/38,16,30.63,1,1,,,,28 years 210 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,,11/10/2022,South Africa,Arun Jaitley Stadium,-,9,4.50,2/17,18,28.17,,1,,,,28 years 212 days,"Mohammed Siraj
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Thangarasu Natarajan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Thangarasu Natarajan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,02/12/2020,Australia,Manuka Oval,-,0,,2/70,2,35.00,,0,,,,29 years 189 days,"Thangarasu Natarajan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,1,28/03/2021,England,Maharashtra Cricket Association Stadium,0*,0,,1/73,3,47.67,,0,,,,29 years 305 days,"Thangarasu Natarajan
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,1,14/07/2015,Zimbabwe,Harare Sports Club,71,71,71.00,,0,,,0,,,,25 years 307 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,,12/01/2016,Australia,WACA Ground,-,71,71.00,,0,,,0,,,,26 years 124 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,2,15/01/2016,Australia,Brisbane Cricket Ground,6,77,38.50,,0,,,0,,,,26 years 127 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,3,23/01/2016,Australia,Sydney Cricket Ground,104*,181,90.50,,0,,,0,,,,26 years 135 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,,11/06/2016,Zimbabwe,Harare Sports Club,-,181,90.50,,0,,,0,,,,26 years 275 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,4,13/06/2016,Zimbabwe,Harare Sports Club,4*,185,92.50,,0,,,0,,,,26 years 277 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,,15/06/2016,Zimbabwe,Harare Sports Club,-,185,92.50,,0,,1,1,,,,26 years 279 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,5,16/10/2016,New Zealand,Himachal Pradesh Cricket Association Stadium,17,202,67.33,,0,,1,2,,,,27 years 36 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,6,20/10/2016,New Zealand,Arun Jaitley Stadium,19,221,55.25,,0,,,2,,,,27 years 40 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,7,23/10/2016,New Zealand,Punjab Cricket Association IS Bindra Stadium,28*,249,62.25,,0,,,2,,,,27 years 43 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,8,26/10/2016,New Zealand,JSCA International Stadium Complex,12,261,52.20,,0,,,2,,,,27 years 46 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,9,29/10/2016,New Zealand,Dr YS Rajasekhara Reddy Cricket Stadium,0,261,43.50,,0,,,2,,,,27 years 49 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,10,31/08/2017,Sri Lanka,R Premadasa Stadium,50*,311,51.83,,0,,,2,,,,27 years 355 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,11,03/09/2017,Sri Lanka,R Premadasa Stadium,36,347,49.57,,0,,,2,,,,27 years 358 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,12,17/09/2017,Australia,MA Chidambaram Stadium,0,347,43.38,,0,,1,3,,,,28 years 7 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
17,13,21/09/2017,Australia,Eden Gardens,3,350,38.89,,0,,1,4,,,,28 years 11 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
18,14,24/09/2017,Australia,Holkar Cricket Stadium,36*,386,42.89,,0,,,4,,,,28 years 14 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
19,15,28/09/2017,Australia,M Chinnaswamy Stadium,33,419,41.90,,0,,,4,,,,28 years 18 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
20,16,01/10/2017,Australia,Vidarbha Cricket Association Stadium,11*,430,43.00,,0,,1,5,,,,28 years 21 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
21,17,10/12/2017,Sri Lanka,Himachal Pradesh Cricket Association Stadium,2,432,39.27,,0,,,5,,,,28 years 91 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
22,,13/12/2017,Sri Lanka,Punjab Cricket Association IS Bindra Stadium,-,432,39.27,,0,,,5,,,,28 years 94 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
23,,17/12/2017,Sri Lanka,Dr YS Rajasekhara Reddy Cricket Stadium,-,432,39.27,,0,,,5,,,,28 years 98 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
24,18,25/09/2018,Afghanistan,Dubai International Cricket Stadium,8,440,36.67,,0,,,5,,,,29 years 15 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
25,19,17/01/2020,Australia,Saurashtra Cricket Association Stadium,2,442,34.00,,0,,1,6,,,,30 years 129 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
26,20,19/01/2020,Australia,M Chinnaswamy Stadium,8*,450,34.62,,0,,,6,,,,30 years 131 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
27,21,11/02/2020,New Zealand,Bay Oval,42,492,35.14,,0,,,6,,,,30 years 154 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
28,22,18/07/2021,Sri Lanka,R Premadasa Stadium,26,518,34.53,,0,,1,7,,,,31 years 311 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
29,23,20/07/2021,Sri Lanka,R Premadasa Stadium,37,555,34.69,,0,,1,8,,,,31 years 313 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
30,24,23/07/2021,Sri Lanka,R Premadasa Stadium,11,566,33.29,,0,,1,9,,,,31 years 316 days,"Manish Pandey
            - One Day Internationals - Progressive Averages and Aggregates Summary"
,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Name
0,Innings,Date,Versus,Ground,Batting,Batting,Batting,Bowling,Bowling,Bowling,Fielding,Fielding,Keeping,Keeping,Keeping,Age,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
1,Innings,Date,Versus,Ground,Runs,Aggr,Avg,Wkts,Aggr,Avg,Ca,Agg,Ca,St,Agg,Age,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
2,,16/10/2016,New Zealand,Himachal Pradesh Cricket Association Stadium,-,0,,3/31,3,10.33,,0,,,,23 years 5 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
3,1,20/10/2016,New Zealand,Arun Jaitley Stadium,36,36,36.00,0/45,3,25.33,,0,,,,23 years 9 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
4,,23/10/2016,New Zealand,Punjab Cricket Association IS Bindra Stadium,-,36,36.00,0/34,3,36.67,1,1,,,,23 years 12 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
5,2,26/10/2016,New Zealand,JSCA International Stadium Complex,9,45,22.50,1/31,4,35.25,1,2,,,,23 years 15 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
6,3,15/01/2017,England,Maharashtra Cricket Association Stadium,40*,85,42.50,2/46,6,31.17,1,3,,,,23 years 96 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
7,4,19/01/2017,England,Barabati Stadium,19*,104,52.00,0/60,6,41.17,,3,,,,23 years 100 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
8,5,22/01/2017,England,Eden Gardens,56,160,53.33,3/49,9,32.89,,3,,,,23 years 103 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
9,6,04/06/2017,Pakistan,Edgbaston,20*,180,60.00,2/43,11,30.82,1,4,,,,23 years 236 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
10,7,08/06/2017,Sri Lanka,Kennington Oval,9,189,47.25,0/51,11,35.45,,4,,,,23 years 240 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
11,,11/06/2017,South Africa,Kennington Oval,-,189,47.25,1/52,12,36.83,,4,,,,23 years 243 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
12,,15/06/2017,Bangladesh,Edgbaston,-,189,47.25,0/34,12,39.67,,4,,,,23 years 247 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
13,8,18/06/2017,Pakistan,Kennington Oval,76,265,53.00,1/53,13,40.69,,4,,,,23 years 250 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
14,,23/06/2017,West Indies,Queen's Park Oval,-,265,53.00,,13,40.69,,4,,,,23 years 255 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
15,9,25/06/2017,West Indies,Queen's Park Oval,4,269,44.83,0/32,13,43.15,1,5,,,,23 years 257 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
16,,30/06/2017,West Indies,Sir Vivian Richards Stadium,-,269,44.83,2/32,15,39.53,2,7,,,,23 years 262 days,"Hardik Pandya
            - One Day Internationals - Progressive Averages and Aggregates Summary"
